"uid","analysisDate","namedLocation","domainID","siteID","plotID","plotType","collectDate","sampleID","sampleCode","cnSampleID","cnSampleCode","sampleType","acidTreatment","d15N","organicd13C","nitrogenPercent","organicCPercent","CNratio","cnIsotopeQF","cnPercentQF","isotopeAccuracyQF","percentAccuracyQF","analyticalRepNumber","remarks","laboratoryName","testMethod","instrument","analyzedBy","reviewedBy","dataQF","publicationDate","release"
"97f6bdfe-7759-43c7-8966-281b13ba185b",2017-11-27,"MOAB_046.basePlot.bgc","D13","MOAB","MOAB_046","tower",2016-07-26 20:05:00,"MOAB_046-M-15-6.5-20160726",NA,"MOAB_046-M-15-6.5-20160726-CN",NA,"soil","Y",NA,-20.3,NA,0.17,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"b89aac35-c7f0-4474-bd8f-e708804f8e9e",2017-11-27,"MOAB_046.basePlot.bgc","D13","MOAB","MOAB_046","tower",2016-07-26 20:15:00,"MOAB_046-M-35-13-20160726",NA,"MOAB_046-M-35-13-20160726-CN",NA,"soil","Y",NA,-19.5,NA,0.21,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"2cde0ee0-b06f-47fc-b49b-8e96e4f245d6",2017-11-27,"MOAB_046.basePlot.bgc","D13","MOAB","MOAB_046","tower",2016-07-26 20:15:00,"MOAB_046-M-35-13-20160726",NA,"MOAB_046-M-35-13-20160726-CN",NA,"soil","N",6.8,NA,0.04,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"b3b10125-e36b-43f5-9bfb-7dcde8e0f86f",2017-09-20,"MOAB_046.basePlot.bgc","D13","MOAB","MOAB_046","tower",2016-07-26 20:30:00,"MOAB_046-M-10-33-20160726",NA,"MOAB_046-M-10-33-20160726-CN",NA,"soil","Y",NA,-21.2,NA,0.18,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"9555d8cd-0c53-43ed-bffd-257893530934",2017-11-27,"MOAB_046.basePlot.bgc","D13","MOAB","MOAB_046","tower",2016-07-26 20:30:00,"MOAB_046-M-10-33-20160726",NA,"MOAB_046-M-10-33-20160726-CN",NA,"soil","N",7.3,NA,0.04,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"0510a9a6-a355-4516-b31d-a6089cdffffe",2017-09-20,"MOAB_003.basePlot.bgc","D13","MOAB","MOAB_003","distributed",2016-07-27 15:43:00,"MOAB_003-M-20-37.5-20160727",NA,"MOAB_003-M-20-37.5-20160727-CN",NA,"soil","Y",NA,-23.1,NA,3.17,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"f12d49ae-37ec-4a2f-bdbe-fbb331e8deea",2017-09-20,"MOAB_003.basePlot.bgc","D13","MOAB","MOAB_003","distributed",2016-07-27 15:43:00,"MOAB_003-M-20-37.5-20160727",NA,"MOAB_003-M-20-37.5-20160727-CN",NA,"soil","N",1.8,NA,0.27,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"2be337cb-2327-4028-ab1f-1c8b6c9849ce",2017-09-20,"MOAB_003.basePlot.bgc","D13","MOAB","MOAB_003","distributed",2016-07-27 16:06:00,"MOAB_003-M-4-13.5-20160727",NA,"MOAB_003-M-4-13.5-20160727-CN",NA,"soil","Y",NA,-22.5,NA,0.8,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"b7fbf482-d9d7-48aa-aef0-62ea46333673",2017-09-20,"MOAB_003.basePlot.bgc","D13","MOAB","MOAB_003","distributed",2016-07-27 16:06:00,"MOAB_003-M-4-13.5-20160727",NA,"MOAB_003-M-4-13.5-20160727-CN",NA,"soil","N",2.4,NA,0.1,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"f1267fd2-651f-46b4-b552-4e211166118a",2017-09-20,"MOAB_003.basePlot.bgc","D13","MOAB","MOAB_003","distributed",2016-07-27 16:24:00,"MOAB_003-M-27-7.5-20160727",NA,"MOAB_003-M-27-7.5-20160727-CN",NA,"soil","Y",NA,-22.9,NA,1.38,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"31984bbf-7d63-4e74-85d8-291cfd1fec43",2017-09-20,"MOAB_003.basePlot.bgc","D13","MOAB","MOAB_003","distributed",2016-07-27 16:24:00,"MOAB_003-M-27-7.5-20160727",NA,"MOAB_003-M-27-7.5-20160727-CN",NA,"soil","N",3.2,NA,0.18,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"0ac9072e-0491-4282-aaf4-acef94638c06",2017-11-27,"MOAB_001.basePlot.bgc","D13","MOAB","MOAB_001","distributed",2016-07-27 18:30:00,"MOAB_001-M-6.5-20-20160727",NA,"MOAB_001-M-6.5-20-20160727-CN",NA,"soil","Y",NA,-19.9,NA,0.16,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"34b5abca-1ad1-40b4-a189-c230e72c188d",2017-11-27,"MOAB_001.basePlot.bgc","D13","MOAB","MOAB_001","distributed",2016-07-27 18:30:00,"MOAB_001-M-6.5-20-20160727",NA,"MOAB_001-M-6.5-20-20160727-CN",NA,"soil","N",7.2,NA,0.04,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"e8f5f93f-122e-450c-9275-7f5b89c5228d",2017-11-27,"MOAB_001.basePlot.bgc","D13","MOAB","MOAB_001","distributed",2016-07-27 18:43:00,"MOAB_001-M-20.5-6-20160727",NA,"MOAB_001-M-20.5-6-20160727-CN",NA,"soil","N",6.9,NA,0.04,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"71c3a55e-1e3e-436e-a26c-8ec5301a3d7d",2017-09-20,"MOAB_001.basePlot.bgc","D13","MOAB","MOAB_001","distributed",2016-07-27 18:43:00,"MOAB_001-M-20.5-6-20160727",NA,"MOAB_001-M-20.5-6-20160727-CN",NA,"soil","Y",NA,-22.1,NA,0.2,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"ffff17b9-0819-4147-8f86-7a9e523ca0bc",2017-09-20,"MOAB_001.basePlot.bgc","D13","MOAB","MOAB_001","distributed",2016-07-27 18:54:00,"MOAB_001-M-39.5-27-20160727",NA,"MOAB_001-M-39.5-27-20160727-CN",NA,"soil","N",7.9,NA,0.1,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"b26f5391-85cc-4219-9b01-8c95c89a2bad",2017-09-20,"MOAB_001.basePlot.bgc","D13","MOAB","MOAB_001","distributed",2016-07-27 18:54:00,"MOAB_001-M-39.5-27-20160727",NA,"MOAB_001-M-39.5-27-20160727-CN",NA,"soil","Y",NA,-17.4,NA,0.76,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"76e9e6f6-1e25-4b98-83ca-8a47916daadc",2017-11-27,"MOAB_006.basePlot.bgc","D13","MOAB","MOAB_006","distributed",2016-07-28 15:07:00,"MOAB_006-M-33.5-1.5-20160728",NA,"MOAB_006-M-33.5-1.5-20160728-CN",NA,"soil","N",6.6,NA,0.03,NA,NA,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance","OK","OK",1,"N amplitude below threshold for reliable data.","University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"430876b4-7e55-41a2-82e4-c75d2bdc31b4",2018-01-19,"MOAB_006.basePlot.bgc","D13","MOAB","MOAB_006","distributed",2016-07-28 15:07:00,"MOAB_006-M-33.5-1.5-20160728",NA,"MOAB_006-M-33.5-1.5-20160728-CN",NA,"soil","Y",NA,-21.1,NA,0.07,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"18bdf562-36de-462b-9a79-fb35a361bee9",2018-01-19,"MOAB_006.basePlot.bgc","D13","MOAB","MOAB_006","distributed",2016-07-28 15:22:00,"MOAB_006-M-34-31-20160728",NA,"MOAB_006-M-34-31-20160728-CN",NA,"soil","Y",NA,-21.8,NA,0.06,NA,"OK","OK","OK","OK",2,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"0d96b367-6283-41df-890c-e0daa48da39e",2017-11-27,"MOAB_006.basePlot.bgc","D13","MOAB","MOAB_006","distributed",2016-07-28 15:22:00,"MOAB_006-M-34-31-20160728",NA,"MOAB_006-M-34-31-20160728-CN",NA,"soil","N",7.4,NA,0.04,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"a0d9caab-d5b0-49d4-84a4-af67abb125bf",2018-01-19,"MOAB_006.basePlot.bgc","D13","MOAB","MOAB_006","distributed",2016-07-28 15:30:00,"MOAB_006-M-5-35-20160728",NA,"MOAB_006-M-5-35-20160728-CN",NA,"soil","Y",NA,-22.6,NA,0.04,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"2741ab63-e26b-4787-b2e6-66e374bf9ad6",2017-11-27,"MOAB_006.basePlot.bgc","D13","MOAB","MOAB_006","distributed",2016-07-28 15:30:00,"MOAB_006-M-5-35-20160728",NA,"MOAB_006-M-5-35-20160728-CN",NA,"soil","N",6.9,NA,0.02,NA,NA,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance","OK","OK",1,"N amplitude below threshold for reliable data.","University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"c9a59e20-6c44-468b-ba5f-cf5f7b3c692d",2017-09-20,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2016-07-28 16:22:00,"MOAB_004-M-32.5-14-20160728",NA,"MOAB_004-M-32.5-14-20160728-CN",NA,"soil","Y",NA,-20.2,NA,0.29,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"28d8fd2b-428d-4fc6-8a9f-57aba2d410d2",2017-11-27,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2016-07-28 16:22:00,"MOAB_004-M-32.5-14-20160728",NA,"MOAB_004-M-32.5-14-20160728-CN",NA,"soil","N",7.9,NA,0.04,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"f33d5280-8044-41f4-b263-812a48a0c90e",2017-11-27,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2016-07-28 16:33:00,"MOAB_004-M-37.5-24.5-20160728",NA,"MOAB_004-M-37.5-24.5-20160728-CN",NA,"soil","Y",NA,-20,NA,0.19,NA,"OK","OK","OK","OK",2,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"22566886-1951-4af0-b891-c0fca732eee2",2017-11-27,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2016-07-28 16:33:00,"MOAB_004-M-37.5-24.5-20160728",NA,"MOAB_004-M-37.5-24.5-20160728-CN",NA,"soil","N",7.4,NA,0.04,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"d135edfa-3b33-4df0-b514-2820251d49c6",2017-11-27,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2016-07-28 16:33:00,"MOAB_004-M-37.5-24.5-20160728",NA,"MOAB_004-M-37.5-24.5-20160728-CN",NA,"soil","Y",NA,-19.7,NA,0.47,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"32867f6b-d9ea-432c-bdb1-f92c97e9ac70",2017-11-27,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2016-07-28 16:33:00,"MOAB_004-M-37.5-24.5-20160728",NA,"MOAB_004-M-37.5-24.5-20160728-CN",NA,"soil","N",7.2,NA,0.04,NA,NA,"OK","OK","OK","OK",2,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"5d520a9c-461b-4799-b3dc-e6d3abed6f2d",2017-11-27,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2016-07-28 16:42:00,"MOAB_004-M-7-33.5-20160728",NA,"MOAB_004-M-7-33.5-20160728-CN",NA,"soil","N",8.9,NA,0.03,NA,NA,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance","OK","OK",1,"N amplitude below threshold for reliable data.","University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"0acf1dd4-a0ea-4feb-9473-8554813a3256",2017-09-20,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2016-07-28 16:42:00,"MOAB_004-M-7-33.5-20160728",NA,"MOAB_004-M-7-33.5-20160728-CN",NA,"soil","Y",NA,-22.2,NA,0.25,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T165316Z","RELEASE-2021"
"9ba0be24-054e-446e-950c-e219277393bf",2018-02-23,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2017-05-21 16:10:00,"MOAB_004-M-28.5-0-20170521",NA,"MOAB_004-M-28.5-0-20170521-CN",NA,"soil","Y",NA,-20,NA,0.09,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13c & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T221812Z","RELEASE-2021"
"3b471ac4-cfbf-4cc9-b185-56e632fc4c46",2017-11-28,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2017-05-21 16:10:00,"MOAB_004-M-28.5-0-20170521",NA,"MOAB_004-M-28.5-0-20170521-CN",NA,"soil","N",8.5,NA,0.03,NA,NA,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance","OK","OK",1,"N amplitude below threshold for reliable data. Max amount of sample used.","University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15n & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T221812Z","RELEASE-2021"
"3746243a-457b-4c73-9ffc-e1f0fd92b2ad",2017-11-28,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2017-05-21 16:30:00,"MOAB_004-M-1-20.5-20170521",NA,"MOAB_004-M-1-20.5-20170521-CN",NA,"soil","N",7.9,NA,0.04,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15n & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T221812Z","RELEASE-2021"
"4a5a8e81-4285-4c15-96b3-3a0ca8635701",2017-12-01,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2017-05-21 16:30:00,"MOAB_004-M-1-20.5-20170521",NA,"MOAB_004-M-1-20.5-20170521-CN",NA,"soil","Y",NA,-22.8,NA,0.24,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13c & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T221812Z","RELEASE-2021"
"4ae8b6b0-a1c8-4678-9f52-3894bd584d1b",2017-11-28,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2017-05-21 17:02:00,"MOAB_004-M-32.5-29-20170521",NA,"MOAB_004-M-32.5-29-20170521-CN",NA,"soil","N",8.3,NA,0.03,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15n & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T221812Z","RELEASE-2021"
"42669e83-c8e5-43c8-a2af-7dda99fcc7a9",2018-02-23,"MOAB_004.basePlot.bgc","D13","MOAB","MOAB_004","distributed",2017-05-21 17:02:00,"MOAB_004-M-32.5-29-20170521",NA,"MOAB_004-M-32.5-29-20170521-CN",NA,"soil","Y",NA,-24.2,NA,0.08,NA,"sample d13C out of qaqc tolerance","sample percent C out of qaqc tolerance","OK","OK",1,"Amplitude below threshold for reliable data. Ran 3 times.","University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13c & C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201217T221812Z","RELEASE-2021"
