"uid","domainID","siteID","pitNamedLocation","pitID","horizonID","biogeoID","horizonName","biogeoHorizonProportion","biogeoSampleType","setDate","collectDate","coarseFrag2To5","coarseFrag5To20","sandTotal","siltTotal","clayTotal","carbonateClay","clayFineContent","siltFineContent","siltCoarseContent","sandVeryFineContent","sandFineContent","sandMediumContent","sandCoarseContent","sandVeryCoarseContent","carbonTot","nitrogenTot","sulfurTot","estimatedOC","airDryOvenDry","alMjelm","caMjelm","feMjelm","kMjelm","mgMjelm","mnMjelm","naMjelm","pMjelm","siMjelm","srMjelm","tiMjelm","zrMjelm","phCacl2","phH2o","ec12pre","gypsumConc","caco3Conc","caNh4d","kNh4d","mgNh4d","naNh4d","cecdNh4","alSatCecd33","baseSumCecd10","bsesatCecd10","ececCecd33","alKcl","feKcl","mnKcl","bSatx","brSatx","caSatx","clSatx","co3Satx","ecSatp","flSatx","waterSatx","hco3Sx","kSatx","mgSatx","naSatx","no2Satx","no3Satx","pSatx","phSp","resist","so4Satx","laboratoryName","labProjID","biogeoTopDepth","biogeoBottomDepth","biogeoCenterDepth","remarks","publicationDate","release"
"e49203d7-8b75-457e-9fd8-c83551bebdcb","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_BT","D08_TALLADEGA_PIT1_BIOGEOCHEM_37-75_BT","Bt",1,"Regular",2014-01-13,2014-01-13,7,4,78.4,9.2,12.4,NA,NA,6.4,2.8,2.2,13,57.3,5.7,0.2,1.8,0.7,0.1,2,1.003,40919,75,16672,2947,808,76,284,197,348923,20,2945,88,4.1,4.8,0.02,NA,NA,0,0.1,0,0,2.6,94,0.1,4,1.8,1.7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",37,75,56,NA,"20201217T034359Z","RELEASE-2021"
"9815f153-995b-409c-8e08-c00c98925fd2","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_BC","D08_TALLADEGA_PIT1_BIOGEOCHEM_75-93_BC","Bc",1,"Regular",2014-01-13,2014-01-13,0,0,87.6,3.8,8.6,NA,NA,2.7,1.1,2.1,20.3,63.1,2,0.1,0.7,0.6,0.1,1,1.002,27618,50,8664,1813,496,56,180,148,375615,13,1646,51,4.2,5,0.02,NA,NA,0,0.1,0.1,0,1.6,80,0.2,13,1,0.8,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",75,93,84,NA,"20201217T034359Z","RELEASE-2021"
"5b4cd690-6837-4166-aeca-8b89cdde555e","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_A2","D08_TALLADEGA_PIT1_BIOGEOCHEM_10-25CM_A2","A2",1,"Regular",2014-01-13,2014-01-13,11,26,89.5,7.4,3.1,NA,NA,5.3,2.1,2.6,30.5,52.5,3.7,0.2,8.7,1.1,0.1,9,1.002,13116,102,6555,1296,327,70,211,163,380157,12,2217,95,4.4,5.3,0.02,NA,NA,0,0.1,0,0,2.3,88,0.1,4,0.8,0.7,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",10,25,17.5,NA,"20201217T034359Z","RELEASE-2021"
"48b8d152-02aa-46f0-96a8-35850ef96297","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_C1","D08_TALLADEGA_PIT1_BIOGEOCHEM_93-130_C1","C1",1,"Regular",2014-01-13,2014-01-13,0,0,91.7,3,5.3,NA,NA,2,1,1.2,23.6,61.4,5.4,0.1,0.5,0.5,0,1,1.001,17121,53,4851,695,254,38,111,177,392605,11,1217,46,4.3,5.1,0.02,NA,NA,0,0,0.1,0,0.8,80,0.1,13,0.5,0.4,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",93,130,111.5,NA,"20201217T034359Z","RELEASE-2021"
"6d492314-2678-4d25-9fcf-6b5c99f3a8f3","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_C2","D08_TALLADEGA_PIT1_BIOGEOCHEM_130-200_C2","C2",1,"Regular",2014-01-13,2014-01-13,0,0,90.2,3.2,6.6,NA,NA,1.8,1.4,0.6,15.5,68.7,5.3,0.1,0.6,0.8,0,1,1.001,23360,55,7118,956,422,70,126,169,383706,12,1568,47,4.3,5.1,0.02,NA,NA,0,0,0.1,0,1.6,86,0.1,6,0.7,0.6,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",130,200,165,NA,"20201217T034359Z","RELEASE-2021"
"e991fcd8-5404-4885-8793-e174339a34df","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_BE","D08_TALLADEGA_PIT1_BIOGEOCHEM_25-37_BE","BE",1,"Regular",2014-01-13,2014-01-13,16,23,87.8,8.8,3.4,NA,NA,6,2.8,2.8,19.4,61.2,4.3,0.1,3.3,0.6,0,3,1.002,12070,65,5363,889,298,43,163,157,379102,12,2149,70,4.5,5.3,0.02,NA,NA,0,0.1,0,0,1.7,83,0.1,6,0.6,0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",25,37,31,NA,"20201217T034359Z","RELEASE-2021"
"6af46d7e-13e8-49b2-ab17-6207d86311f0","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_BK1","9_DAKOTAC_PIT1_35-55_BIOGEO_BK1","Bk1",1,"Regular",2012-09-26,2012-09-26,39,24,31.2,37.2,31.6,4.3,NA,26.8,10.4,9,11.8,5.3,3.1,2,26.6,1.3,0.1,9,1.022,52345,48879,22696,13671,12524,709,7630,405,258425,141,2730,89,7.6,8.3,0.26,NA,140,54.3,0.7,7.9,0,19,NA,62.9,100,NA,NA,NA,NA,NA,0,3.1,0.4,0,0.49,0.2,55.2,3.4,0.2,1.5,0,0,0,0,7.5,NA,0.4,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",35,55,45,NA,"20201216T224005Z","RELEASE-2021"
"b49a4189-0982-4777-8082-7ab2e3baa9a6","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_C3","9_DAKOTAC_PIT1_165-200_BIOGEO_C3","C3",1,"Regular",2012-09-26,2012-09-26,52,42,33.7,44.1,22.2,1.5,NA,31.6,12.5,9.4,11.4,8.1,2.6,2.2,19.6,0.4,0.3,13,1.02,52247,39819,23196,14842,17409,874,8125,487,281608,179,2806,90,8.3,8.9,0.43,NA,50,40.6,0.7,19.2,1.1,16.5,NA,61.6,100,NA,NA,NA,NA,NA,0,1.8,1.3,0,0.85,0.1,59,3.3,0.1,4.2,3,0.1,0,0,8.4,NA,4.6,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",165,200,182.5,NA,"20201216T224005Z","RELEASE-2021"
"6650fe52-c99c-483d-9d53-a6da5bce99dc","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_A3","9_DAKOTAC_PIT1_18-26_BIOGEO_A3","A3",1,"Regular",2012-09-26,2012-09-26,13,5,33.4,34.6,32,NA,NA,19.3,15.3,10.3,12.5,7.6,1.6,1.4,16.4,1.8,0.1,16,1.024,60437,8269,27624,15847,7085,986,8508,457,284300,131,3189,123,6.1,7,0.12,NA,10,16.3,1.1,6.3,0,24.1,NA,23.7,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",18,26,22,NA,"20201216T224005Z","RELEASE-2021"
"60369478-1d42-4bde-8e8d-18634666e0fa","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_A1","9_DAKOTAC_PIT1_0-8_BIOGEO_A1","A1",1,"Regular",2012-09-26,2012-09-26,28,27,29.3,38.4,32.3,NA,NA,24.8,13.6,8.8,11.1,4.5,2.6,2.3,70.9,5.9,0.4,70,1.028,49597,10920,23372,14974,5970,940,7798,846,270561,129,2755,104,6.3,7,0.32,NA,0,26.2,2.2,7.9,0,36.5,NA,36.3,99,NA,NA,NA,NA,NA,0,4.5,0.6,0,0.71,1.9,93.2,3.9,1.2,2.5,0,0.1,0,0,6.4,NA,0.5,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",0,8,4,NA,"20201216T224005Z","RELEASE-2021"
"7c73582b-b917-4d08-977d-5121ac178205","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_A2","9_DAKOTAC_PIT1_8-18_BIOGEO_A2","A2",1,"Regular",2012-09-26,2012-09-26,12,4,33.6,29.8,36.6,NA,NA,19.3,10.5,10.1,13.3,7.5,2.1,0.6,25.3,2.5,0.2,25,1.025,60339,8922,28771,16345,7354,806,8542,500,297102,139,3099,115,6,7,0.16,NA,0,18.3,1.6,7,0,27,NA,26.9,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",8,18,13,NA,"20201216T224005Z","RELEASE-2021"
"b9f3d6b2-7910-4a5f-9d9f-22d3747e6798","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_BK2","9_DAKOTAC_PIT1_55-92_BIOGEO_BK2","Bk2",1,"Regular",2012-09-26,2012-09-26,55,35,32.2,39.3,28.5,3.7,NA,26.4,12.9,9.9,11.1,7,2.5,1.7,23.7,0.6,0.3,5,1.021,53834,54527,23826,14419,16519,685,8503,508,271936,181,2819,99,7.9,8.5,0.25,NA,160,51.3,0.6,12.9,0,17.1,NA,64.8,100,NA,NA,NA,NA,NA,0,2.8,1,0,0.44,0.1,51.1,2.8,0.1,2.1,0,0.1,0.1,0,7.9,NA,0.3,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",55,92,73.5,NA,"20201216T224005Z","RELEASE-2021"
"35badad3-1a76-4f3d-8a03-3f4e1d2275cc","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_BC","9_DAKOTAC_PIT1_92-110_BIOGEO_BC","BC",1,"Regular",2012-09-26,2012-09-26,33,42,27.1,44.1,28.8,3,NA,30.4,13.7,8.9,10.9,3.9,2.3,1.1,22.6,0.4,0.2,4,1.022,51223,49727,23194,13837,18287,668,6979,469,256699,167,2791,95,8.2,8.9,0.26,NA,160,46.3,0.5,21.5,0.3,17.6,NA,68.6,100,NA,NA,NA,NA,NA,0,1.6,0.5,0,0.43,0.1,57.8,3.4,0,2.7,0,0,0,0,8.3,NA,0.4,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",92,110,101,NA,"20201216T224005Z","RELEASE-2021"
"3da031bf-5205-4444-ab46-37b6d91e5219","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_C1","9_DAKOTAC_PIT1_110-148_BIOGEO_C1","C1",1,"Regular",2012-09-26,2012-09-26,106,67,32.5,41.6,25.9,1.5,NA,23.6,18,7.2,14,6.2,3.4,1.7,20.8,0.4,0.2,4,1.021,48874,42479,21595,13480,17423,860,7396,435,260271,170,2545,86,8.3,9.2,0.31,NA,140,41.8,0.6,21.5,0.3,16.9,NA,64.2,100,NA,NA,NA,NA,NA,0,1.6,0.5,0,0.5,0,61.4,3.7,0,2.6,0.8,0,0,0,8.4,NA,0.9,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",110,148,129,NA,"20201216T224005Z","RELEASE-2021"
"074a9f12-811b-4b20-90de-0eceeff1fa75","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_BW","9_DAKOTAC_PIT1_26-35_BIOGEO_BW","Bw",1,"Regular",2012-09-26,2012-09-26,16,8,35.7,35.1,29.2,NA,NA,20.7,14.4,9.6,14.8,7.8,1.9,1.6,20.6,1.6,0.1,19,1.023,56811,11351,25223,15998,7334,1034,9102,491,307366,151,3047,108,6.9,7.6,0.34,NA,10,23,0.9,7.1,0,23,NA,31,100,NA,NA,NA,NA,NA,0,6.1,0.5,0,0.76,0.3,56.6,6.2,0.3,2.7,0,0,0,0,6.9,NA,0.5,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",26,35,30.5,NA,"20201216T224005Z","RELEASE-2021"
"51353aa1-5d86-44ca-824d-570363188db1","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_C2","9_DAKOTAC_PIT1_148-165_BIOGEO_C2","C2",1,"Regular",2012-09-26,2012-09-26,87,68,37,40.1,22.9,1,NA,27.2,12.9,10.2,15.3,5.6,4.2,1.7,20.1,0.3,0.2,4,1.018,53618,41435,21884,14072,16887,948,8247,401,275789,187,2646,87,8.3,9,0.35,NA,140,38.1,0.6,19.9,0.4,15.3,NA,59,100,NA,NA,NA,NA,NA,0,1.6,0.6,0,0.6,0,55,3.8,0,2.9,1.8,0.1,0,0,8.5,NA,1.7,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",148,165,156.5,NA,"20201216T224005Z","RELEASE-2021"
"67d7f3c5-9cf8-4113-b2e1-064a9a296b27","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BT2","9_NGPRL_PIT1_46-64_BIOGEO_BT2","Bt2",1,"Regular",2013-07-08,2013-07-08,6,1,22.3,51.2,26.5,NA,NA,23,28.2,15.3,6.3,0.4,0.2,0.1,10.3,0.7,0.1,10,1.041,59416,7863,28893,19051,8950,573,9003,674,568365,153,3576,119,6.7,7.7,0.08,NA,NA,13.6,0.5,9.3,0,20.9,NA,23.4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",46,64,55,NA,"20201217T032643Z","RELEASE-2021"
"16677912-6242-486f-b72f-054b9a1a2e55","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_A3","9_NGPRL_PIT1_11-31_BIOGEO_A3","A3",1,"Regular",2013-07-08,2013-07-08,0,0,17.8,57.8,24.4,NA,NA,27.1,30.7,11.3,5,1.3,0.2,0,27,3,0.4,27,1.037,59307,7940,24822,18819,6466,590,10186,636,310374,177,3650,140,5.9,6.9,0.1,NA,NA,16.4,1.3,6.2,0,23.5,NA,23.9,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",11,31,21,NA,"20201217T032643Z","RELEASE-2021"
"f850d93f-fc69-476c-98d6-6e4557a15ab7","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BT3","9_NGPRL_PIT1_64-84_BIOGEO_BT3","Bt3",1,"Regular",2013-07-08,2013-07-08,18,6,29.2,41.8,29,0.8,NA,25,16.8,15.8,10,2.8,0.4,0.2,10.1,0.2,0.1,6,1.048,67596,18913,31324,18678,12833,545,10765,689,356241,215,3516,114,7.8,8.4,0.23,NA,30,45.1,0.5,13.1,0,23.4,NA,58.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",64,84,74,NA,"20201217T032643Z","RELEASE-2021"
"9d77876b-d599-4726-a94f-136ba25f80b8","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_C","9_NGPRL_PIT1_?-?_BIOGEO_X","C",1,"Audit",2013-07-08,2013-07-08,141,16,30.5,46.1,23.4,0.8,NA,29.4,16.7,12.1,14.6,3.2,0.6,0,9.9,0,0.2,3,1.047,68312,22355,30269,18366,16128,435,11830,689,292403,253,3360,96,8.2,9.2,0.33,NA,60,35,0.7,19.7,1.9,21.9,NA,57.3,100,NA,NA,NA,NA,NA,0,1,0.2,0,0.53,0,71.1,3.6,0.1,1.2,2.8,0.1,0,0,8.4,NA,1,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",182,200,191,NA,"20201217T032643Z","RELEASE-2021"
"bcc3edbb-8478-43d8-950d-b34b3a465056","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BT1","9_NGPRL_PIT1_31-46_BIOGEO_BT1","Bt1",1,"Regular",2013-07-08,2013-07-08,0,0,20.4,52.9,26.7,NA,NA,23.4,29.5,13.6,5.2,1.2,0.2,0.2,12.6,1,0.2,13,1.039,63722,7388,27523,19105,7697,544,10295,569,314653,176,3786,138,6.5,7.4,0.11,NA,NA,14.4,0.7,8,0,21.1,NA,23.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",31,46,38.5,NA,"20201217T032643Z","RELEASE-2021"
"18b79537-0160-4a53-bdb3-e9b164444a56","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_A1","9_NGPRL_PIT1_0-4_BIOGEO_A1","A1",1,"Regular",2013-07-08,2013-07-08,0,0,17.2,56.8,26,NA,NA,29.6,27.2,11.2,5,0.4,0.4,0.2,62.9,5.4,0.7,63,1.046,51834,8592,21722,17132,6097,582,8758,769,279163,158,3168,114,6.5,7.2,0.52,0,NA,21.1,3,7.5,0,29.9,NA,31.6,100,NA,NA,NA,NA,NA,0,6.9,1.7,0,1.24,0.1,89.8,7.6,2.6,4.8,0,0.1,0,0,6.5,NA,0.7,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",0,4,2,NA,"20201217T032643Z","RELEASE-2021"
"c16efab9-1f58-4a09-b9e5-1e8f6cc76d97","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_C","9_NGPRL_PIT1_182-200_BIOGEO_C","C",1,"Regular",2013-07-08,2013-07-08,67,16,31.2,44.9,23.9,0,NA,29.1,15.8,14.5,13.1,3.3,0.3,0,10,0.1,0.2,3,1.046,68340,21852,30596,17399,16429,441,11883,696,292829,255,3370,101,8.3,9.1,0.32,NA,60,36.5,0.7,19.9,1.9,21.4,NA,59,100,NA,NA,NA,NA,NA,0,0.9,0.2,0,0.51,0,71,3.5,0.1,1.1,2.6,0.1,0,0,8.4,NA,1,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",182,200,191,NA,"20201217T032643Z","RELEASE-2021"
"b9391c83-e8c7-4021-9eb1-4257881d8db2","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BK","9_NGPRL_PIT1_145-182_BIOGEO_BK","Bk",1,"Regular",2013-07-08,2013-07-08,14,0,30.5,45,24.5,0,NA,28.6,16.4,14,14.1,1.6,0.6,0.2,11.2,0.2,0,3,1.047,66231,26379,31133,17988,16353,430,11453,694,290952,266,3302,101,8.2,9,0.32,NA,70,40.7,0.6,19.3,1.2,22.3,NA,61.8,100,NA,NA,NA,NA,NA,0,1.1,0.2,0,0.54,0,68.3,4.2,0.1,1.6,2.2,0.1,0,0,8.3,NA,1,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",145,182,163.5,NA,"20201217T032643Z","RELEASE-2021"
"4ac7f41e-4095-4af4-823c-b224c18e59e6","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BTK1","9_NGPRL_PIT1_84-112_BIOGEO_BTK1","Btk1",1,"Regular",2013-07-08,2013-07-08,8,0,25.6,44.4,30,2.8,NA,28.8,15.6,11.7,11.4,2.2,0.2,0.1,18.1,0.5,0.1,5,1.047,63668,45328,30035,17170,16226,421,10176,668,294103,234,3213,98,7.9,8.7,0.25,NA,110,55.1,0.5,13.5,0,21.5,NA,69.1,100,NA,NA,NA,NA,NA,0,2,0.9,0,0.46,0,59.7,2.9,0.1,2.2,0,0.1,0,0,8,NA,0.2,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",84,112,98,NA,"20201217T032643Z","RELEASE-2021"
"7075a12f-8df4-4fbf-b96c-238c8eaba5a9","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BTK2","9_NGPRL_PIT1_112-145_BIOGEO_BTK2","Btk2",1,"Regular",2013-07-08,2013-07-08,102,4,28.7,43,28.3,1.4,NA,27.2,15.8,13.2,12.7,2.3,0.4,0.1,13.9,0,0,4,1.047,64872,33624,28910,18128,16746,412,11069,584,289951,260,3196,93,8.1,8.9,0.26,NA,90,51.8,0.6,18.2,0.4,21.6,NA,71,100,NA,NA,NA,NA,NA,0,1.3,0.5,0,0.45,0,61.6,3.3,0.1,1.9,0.5,0.1,0,0,8.2,NA,0.2,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",112,145,128.5,NA,"20201217T032643Z","RELEASE-2021"
"ad91d6e0-21eb-4ce4-94be-493a90c1b9fa","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_A2","9_NGPRL_PIT1_4-11_BIOGEO_A2","A2",1,"Regular",2013-07-08,2013-07-08,0,0,17.2,57.4,25.4,NA,NA,29.1,28.3,11.4,4.3,1.1,0.3,0.1,47.8,4.6,0.6,48,1.042,56299,8563,23406,18314,6382,611,9579,742,301460,170,3469,140,5.9,6.9,0.18,NA,NA,19.3,2,6.5,0,27.9,NA,27.8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",4,11,7.5,NA,"20201217T032643Z","RELEASE-2021"
"d521ae98-2c40-41de-b0ab-9633bc48325b","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_AP","9_WOODWORTH_PIT1_6-16_BIOGEO_AP","Ap",1,"Regular",2012-09-18,2012-09-18,86,142,59.3,24.3,16.4,NA,NA,13.8,10.5,6.2,16.1,17.7,11.6,7.7,25.6,2.2,0.2,24,1.017,47624,12550,21886,13997,5649,1661,12157,569,316081,184,2147,94,7.1,7.8,0.21,NA,10,18.5,0.5,5.2,0,19.1,NA,24.2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",6,16,11,NA,"20201216T234629Z","RELEASE-2021"
"c03c8d12-1046-4acb-8783-f858279b2a12","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_AO","9_WOODWORTH_PIT1_0-6_BIOGEO_AO","AO",1,"Regular",2012-09-18,2012-09-18,68,49,55.3,25,19.7,NA,NA,14.4,10.6,5.7,14.6,15.8,11.3,7.9,56.3,4.7,0.9,56,1.023,44683,12065,20536,13212,5107,1288,10192,644,286080,161,2163,83,6.5,7.2,0.34,NA,NA,22.8,1.3,5.9,0,27.9,NA,30,100,NA,NA,NA,NA,NA,0,5.8,0.6,0,0.69,1.9,88,4.5,0.8,2.5,0,0,0,0,6.6,NA,0.5,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",0,6,3,NA,"20201216T234629Z","RELEASE-2021"
"9473ba18-81ff-415f-b72e-3dc9a94aa49d","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_2BK2","9_WOODWORTH_PIT1_58-92_BIOGEO_2BK2","2Bk2",1,"Regular",2012-09-18,2012-09-18,368,195,90.5,6.5,3,1,NA,4,2.5,1.8,10.6,23.2,17.9,37,33.1,0.3,0,2,1.005,37641,85349,20785,10318,25024,1781,11677,300,233528,201,1137,45,7.9,8.6,0.12,NA,260,34.9,0.1,2.8,0,3.7,NA,37.8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",58,92,75,NA,"20201216T234629Z","RELEASE-2021"
"e8397e5b-98b6-45e3-87f3-9ea026aa8e60","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_2BW","9_WOODWORTH_PIT1_16-32_BIOGEO_2BW","2Bw",1,"Regular",2012-09-18,2012-09-18,179,134,73.7,17.4,8.9,0,NA,9.1,8.3,4.9,15.2,21.2,17.1,15.3,30.8,1.6,0.2,16,1.012,43943,42784,26190,11049,15941,2064,11620,696,268931,188,1767,68,7.4,8.1,0.2,NA,130,26.2,0.2,5.6,0,11.9,NA,32,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",16,32,24,NA,"20201216T234629Z","RELEASE-2021"
"a35f6c1d-0a31-454e-a026-f1f57d0ccfb8","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_2BK1","9_WOODWORTH_PIT1_32-58_BIOGEO_2BK1","2Bk1",1,"Regular",2012-09-18,2012-09-18,207,106,85.6,9.4,5,0.7,NA,4.7,4.7,1.5,9.4,22.5,29.4,22.8,32.5,0.9,0.1,6,1.007,38369,78231,23465,10475,23054,1499,11503,424,232573,196,1102,48,7.8,8.5,0.16,NA,220,34,0.1,2.9,0,5.6,NA,37,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",32,58,45,NA,"20201216T234629Z","RELEASE-2021"
