"","plotID","horizon","lipids_total","lipid_fungi_perc","lipid_gram_pos_perc","lipid_gram_neg_perc","lipid_FtoB"
"224","OAES_009","M",135.348333333333,14.8533333333333,17.24,7.875,0.623
"225","OAES_042","M",173.266666666667,14.6033333333333,16.4216666666667,9.06833333333333,0.584666666666667
"226","OAES_043","M",169.295,13.45,16.985,8.91833333333333,0.509166666666667
"227","OAES_044","M",188.773333333333,13.4333333333333,18.425,7.96166666666667,0.4935
"228","OAES_045","M",159.798333333333,11.7733333333333,19.8233333333333,9.07833333333333,0.400833333333333
"229","ORNL_001","M",231.066666666667,9.42888888888889,17.6322222222222,9.74222222222222,0.348333333333333
"230","ORNL_001","O",1436.08444444444,13.7822222222222,14.9455555555556,11.8477777777778,0.511444444444444
"231","ORNL_002","M",265.462222222222,10.7988888888889,16.9233333333333,16.5211111111111,0.314666666666667
"232","ORNL_002","O",1867.4375,13.7275,15.96625,8.8075,0.534375
"233","ORNL_003","M",270.423333333333,10.1166666666667,18.0122222222222,13.3455555555556,0.310666666666667
"234","ORNL_003","O",1169.765,10.55625,15.2025,12.5,0.381125
"235","ORNL_021","M",194.377777777778,9.12777777777778,18.22,10.9055555555556,0.305444444444444
"236","ORNL_021","O",940.18875,10.125,17.16125,14.245,0.31775
"237","ORNL_027","M",212.646666666667,11.1666666666667,18.46,14.3411111111111,0.348111111111111
"238","ORNL_027","O",722.625714285714,9.96857142857143,16.0071428571429,14.01,0.329571428571429
"239","ORNL_029","M",529.433333333333,8.31,16.8888888888889,13.2333333333333,0.278777777777778
"240","ORNL_029","O",839,8.655,12.8,11.0816666666667,0.354166666666667
"241","ORNL_043","M",203.542222222222,12.6088888888889,16.0344444444444,9.32333333333333,0.478444444444444
"242","ORNL_043","O",2378.08444444444,18.61,14.4411111111111,11.22,0.721888888888889
"243","ORNL_046","M",201.771111111111,14.0033333333333,16.0022222222222,10.5055555555556,0.509888888888889
"244","ORNL_046","O",1705.98,14.7811111111111,15.4977777777778,9.54777777777778,0.576888888888889
"245","ORNL_049","M",233.913333333333,11.1711111111111,16.7977777777778,8.80333333333333,0.421444444444444
"246","ORNL_049","O",1562.75,12.5566666666667,13.6377777777778,9.39777777777778,0.531111111111111
"247","ORNL_053","M",278.925,12.252,16.117,11.219,0.4493
"248","ORNL_053","O",1787.51777777778,15.6288888888889,13.4288888888889,11.1855555555556,0.633888888888889
"249","PUUM_004","M",622.131111111111,11.7066666666667,18.3077777777778,19.2944444444444,0.307333333333333
"250","PUUM_006","M",735.075555555556,17.8266666666667,14.6366666666667,18.2644444444444,0.533777777777778
"251","PUUM_006","O",1480.65555555556,19.5222222222222,13.4622222222222,17.4622222222222,0.630111111111111
"252","PUUM_007","M",581.636666666667,12.5588888888889,17.8011111111111,19.6144444444444,0.331
"253","PUUM_007","O",1681.51777777778,14.9977777777778,14.5566666666667,18.78,0.456111111111111
"254","PUUM_010","M",722.705555555556,12.5711111111111,16.0755555555556,20.29,0.341666666666667
"255","PUUM_010","O",1147.41,16.1744444444444,14.0144444444444,18.0155555555556,0.505333333333333
"256","PUUM_014","O",1199.83333333333,13.2511111111111,15.0166666666667,21.44,0.357777777777778
"257","PUUM_015","M",490.974444444444,14.6888888888889,15.4533333333333,17.3566666666667,0.441666666666667
"258","PUUM_015","O",1570.49111111111,19.7966666666667,12.8544444444444,16.8144444444444,0.654222222222222
"259","PUUM_031","M",726.58125,14.92375,15.59875,19.2375,0.424875
"260","PUUM_032","O",1077.99714285714,23.4028571428571,11.7028571428571,16.1985714285714,0.849571428571429
"261","PUUM_034","O",1125.59333333333,21.2755555555556,14.4155555555556,17.7633333333333,0.663777777777778
"262","PUUM_036","O",1020.44888888889,14.7711111111111,14.8177777777778,20.1111111111111,0.421555555555556
"263","SCBI_003","M",1314.67888888889,6.23,18.8825,10.6433333333333,0.198
"264","SCBI_004","M",641.514444444444,7.13333333333333,19.4644444444444,9.58,0.244444444444444
"265","SCBI_005","M",504.097777777778,5.8,20.4955555555556,8.19222222222222,0.199333333333333
"266","SCBI_006","M",440.098888888889,10.2955555555556,23.0844444444444,12.18,0.299222222222222
"267","SCBI_008","M",549.434444444444,6.45444444444444,19.6277777777778,9.47444444444444,0.216888888888889
"268","SCBI_012","M",474.022222222222,8.03111111111111,23.0244444444444,11.7688888888889,0.235111111111111
"269","SCBI_045","M",358.924444444444,7.21111111111111,21.8811111111111,13.0322222222222,0.205444444444444
"270","SCBI_047","M",583.104444444444,5.26222222222222,20.1388888888889,8.87888888888889,0.193666666666667
"271","SCBI_049","M",654.108888888889,7.73111111111111,18.5622222222222,10.1522222222222,0.262111111111111
"272","SCBI_067","M",924.592222222222,5.53333333333333,19.1044444444444,9.95666666666667,0.186888888888889
"273","SJER_001","M",77.1522222222222,9.55666666666667,18.7111111111111,10.94,0.309888888888889
"274","SJER_002","M",55.8122222222222,9.56555555555556,19.5066666666667,10.4177777777778,0.311333333333333
"275","SJER_003","M",70.2366666666667,9.91666666666667,18.4255555555556,10.2777777777778,0.315
