ID,AGS,bp,Genomes,reads,GC,GC_bact,AA_CN,siteID,collectDate,dnaSampleID,sampleTotalReadNumber,sampleFilteredReadNumber,soilID,plotID,year,nlcdClass,horizon,Nuc_CN,Genome_CN,Genome_C,Genome_N,mean_pH_CaCl,mean_pH_water,sd_pH_CaCl,sd_pH_water,domainID.x,mean_cn,mean_OrgC,mean_Org13C,mean_15n,mean_N,root_d15N_m,root_d13C_m,root_NPerc,root_CPerc,root_CN,root_live_mass,root_dead_mass,root_liveC,root_liveN,root_d15N_m_Coarse,root_d15N_m_Fine,root_d13C_m_Coarse,root_d13C_m_Fine,root_NPerc_Coarse,root_NPerc_Fine,root_CPerc_Coarse,root_CPerc_Fine,root_CN_Coarse,root_CN_Fine,root_live_mass_Coarse,root_live_mass_Fine,root_dead_mass_Coarse,root_dead_mass_Fine,root_liveN_Coarse,root_liveN_Fine,root_liveC_Coarse,root_liveC_Fine,field_mean_elevation_m,field_mean_annual_precipitation_mm,field_mean_annual_temperature_C,field_avg_number_of_green_days,domainID.y,ltr_sum_g_litt_per_m_per_d,ltr_mean_g_litt_per_m_per_d,ltr_sd_g_litt_per_m_per_d,ltr_mean_carbon,ltr_mean_nitrogen,ltr_mean_CNratio,ltr_sum_leafdryMass,ltr_mean_g_leaf_per_m_per_d,ltr_sd_g_leaf_per_m_per_d,ltr_gCperDay,ltr_gNperDay,ltr_mean_lignin,ltr_mean_cellulose,ltr_site_mean_gCperDay,ltr_site_se_gCperDay,ltr_site_mean_gNperDay,ltr_site_se_gNperDay,ltr_site_mean_CN_inputs,ltr_site_se_CN_inputs,ltr_site_mean_litterRate,ltr_site_se_litterRate,sandTotal,siltTotal,clayTotal,bulkDensThirdBar,bulkDensOvenDry,waterRetentionThirdBar,caco3Conc,gypsumConc,phCacl2,phH2o,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,so4Satx,alKcl,feKcl,mnKcl,alSatCecd33,carbonTot,nitrogenTot,ctonRatio,estimatedOC,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,soil_OrgCtoN,long,lat,spi30d,spi90d,spi180d,spi270d,spi1y,spi2y,spi5y,spei30d,spei90d,spei180d,spei270d,spei1y,spei2y,spei5y,test,X,verticalPosition,VSWC_ann_mean,VSWC_ann_var,VSWC_max,VSWC_min,VSWC_median,VSWC_range,VSIC_ann_mean,VSIC_ann_var,VSIC_max,VSIC_min,VSIC_median,VSIC_range,days,FtoB,GC_adj,lipids_total,lipid_fungi_perc,lipid_gram_pos_perc,lipid_gram_neg_perc,lipid_FtoB,mega_coarseFrag2To5,mega_coarseFrag5To20,mega_sandTotal,mega_siltTotal,mega_clayTotal,mega_carbonateClay,mega_clayFineContent,mega_siltFineContent,mega_siltCoarseContent,mega_sandVeryFineContent,mega_sandFineContent,mega_sandMediumContent,mega_sandCoarseContent,mega_sandVeryCoarseContent,mega_carbonTot,mega_nitrogenTot,mega_sulfurTot,mega_estimatedOC,mega_airDryOvenDry,mega_alMjelm,mega_caMjelm,mega_feMjelm,mega_kMjelm,mega_mgMjelm,mega_mnMjelm,mega_naMjelm,mega_pMjelm,mega_siMjelm,mega_srMjelm,mega_tiMjelm,mega_zrMjelm,mega_phCacl2,mega_phH2o,mega_ec12pre,mega_gypsumConc,mega_caco3Conc,mega_caNh4d,mega_kNh4d,mega_mgNh4d,mega_naNh4d,mega_cecdNh4,mega_alSatCecd33,mega_baseSumCecd10,mega_bsesatCecd10,mega_ececCecd33,mega_alKcl,mega_feKcl,mega_mnKcl,mega_bSatx,mega_brSatx,mega_caSatx,mega_clSatx,mega_co3Satx,mega_ecSatp,mega_flSatx,mega_waterSatx,mega_hco3Sx,mega_kSatx,mega_mgSatx,mega_naSatx,mega_no2Satx,mega_no3Satx,mega_pSatx,mega_phSp,mega_so4Satx,mega_cton,AGS_marker,GC_marker,Coding_density_marker,num_taxa_marker,refPlotID,fourth_plot
BMI_Plate28WellH9,7425005.43228,1451137188,195.439208932,2000000,0.5912857421372297,0.6105362629146518,3.5034291129437647,SERC,2017-07-11,SERC_045-M-20170711-COMP-DNA1,7490943,4740109,SERC_045-M,SERC_045,2017,deciduousForest,M,1.2432300630437663,9230989.971673772,69716819.25405478,56508273.094705224,3.96333333333333,5.23,0.187171935218219,0.200748598998847,D02,14.4,2.18,-27.35,2.35,0.1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1075,13.6,245,D02,268.56930711337,2.55780292488923,3.25595624202314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77064507094767,0.0971658243819458,44.95,30.4,24.65,1.345,1.435,23.15,NA,NA,4.449999999999999,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,0.35,13,20.200000000000003,1.6,12.5,20,0.14,0.28500000000000003,0,117.8,0.015,15.29824561403509,-76.55872,38.880982,0.029999999329447746,-0.23999999463558197,-0.6200000047683716,-1.4500000476837158,-0.8999999761581421,-1.2799999713897705,0.10000000149011612,-0.23999999463558197,-0.17000000178813934,-0.800000011920929,-1.2799999713897705,-1.1299999952316284,-1.690000057220459,-0.17000000178813934,-76.55872,271,502,0.214646784991783,0.0348816476777851,0.319389071379071,0.100482699275362,0.212142671764184,0.218906372103709,1164.84381561514,106.732587709855,1933.07827310924,992.031328125,1142.3147931023,941.046944984244,348.5,NA,NA,NA,NA,NA,NA,NA,0,0,61.36666666666667,25.666666666666668,12.966666666666667,NA,NA,16.2,9.466666666666667,19.400000000000002,35,6.233333333333333,0.6666666666666666,0.06666666666666667,15.166666666666666,0.9666666666666667,0.13333333333333333,14.333333333333334,1.0173333333333332,23905,1112,25719,11164.666666666666,3780.3333333333335,289,1358.3333333333333,338.3333333333333,349013,30.666666666666668,5079,169,4.666666666666667,5.866666666666667,0.07,NA,0,3.1333333333333333,0.23333333333333334,1.1,0,9.666666666666666,NA,4.466666666666667,42.333333333333336,NA,1.6666666666666667,NA,0.7000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.689655172413792,7192271.279855867,0.6409880268762775,0.8677773643814275,68.25,SERC_045,NA
BMI_Plate28WellG6,6286969.56654,2901182920,461.459672947,2000000,0.607538207241696,0.6131973180897247,3.5218100465012108,SCBI,2017-07-19,SCBI_005-M-20170719-COMP-DNA1,15287913,9163227,SCBI_005-M,SCBI_005,2017,deciduousForest,M,1.2424222427227622,7811070.82879038,59014542.788285956,47863939.84289405,5.17333333333333,6,0.270061721340388,0.229128784747792,D02,11.2333333333333,2.43,-25.3666666666667,4.5,0.216666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,1126,11.6,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.25,47.349999999999994,22.4,1.23,1.325,30.8,0,NA,5.35,5.85,NA,0,4.5,0.1,0,0.9,0,64.1,1.1,0.2,2.9,0,2.3,3.7,0,5.6,0.1,NA,NA,NA,NA,17.200000000000003,1.9,9,17.5,0.21,1.02,3462,520.4,0.035,11.215384615384599,-78.16186,38.900538,-0.800000011920929,0.800000011920929,0.3199999928474426,-0.10000000149011612,0.5400000214576721,0.5400000214576721,0.7099999785423279,-1.1299999952316284,0.7099999785423279,-0.029999999329447746,-0.46000000834465027,-0.029999999329447746,0.17000000178813934,0.23999999463558197,-78.16186,103,502,0.258692113860197,0.0438422955677133,0.373531597222222,0.121683680555556,0.25935192917864,0.251847916666667,1374.11647498264,87.5130692476805,1893.66390146199,1263.18428694737,1359.24045983212,630.47961451462,305,NA,NA,504.09777777777776,5.8,20.495555555555555,8.192222222222222,0.19933333333333333,88.66666666666667,185.33333333333334,17,51.8,31.200000000000003,NA,NA,39.03333333333333,12.766666666666666,5.233333333333333,3.7666666666666666,3.3666666666666667,2.933333333333333,1.7,31.966666666666665,2.3333333333333335,0.13333333333333333,31.333333333333332,1.026,65440.666666666664,10911,116725,4609,2698.3333333333335,1866.6666666666667,981.3333333333334,1043,225071.33333333334,148.66666666666666,22733.666666666668,222.66666666666666,6.033333333333333,6.766666666666667,0.23333333333333334,NA,0,11.933333333333334,0.43333333333333335,2.1333333333333333,0,15.166666666666666,NA,14.5,78,NA,0.4,NA,3.5,NA,0,3.6333333333333333,0.43333333333333335,0,0.6033333333333334,0,65.2,4.133333333333333,0.6,1.5333333333333332,0,0.1,0.06666666666666667,0,6.366666666666667,0.43333333333333335,13.7,5410944.308138339,0.6066609840083115,0.8722694030472878,81,SCBI_005,NA
BMI_Plate19WellF3,6734102.95427,2002205674,297.323294223,2000000,0.6409955372533813,0.649954900380004,3.5574491100161074,CLBJ,2016-08-17,CLBJ_038-O-20160817-COMP-DNA1,9400585,7201370,CLBJ_038-O,CLBJ_038,2016,deciduousForest,O,1.2312636909560704,8291456.458752657,62964166.327908754,51515583.89468125,6.20333333333333,7.04666666666667,0.421584313433664,0.160104132780304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,926,17.5,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.597098,33.414259,0.5400000214576721,1.0099999904632568,1.2799999713897705,1.690000057220459,1.4500000476837158,2.0899999141693115,1.1299999952316284,0.029999999329447746,0.8999999761581421,1.1299999952316284,1.690000057220459,1.4500000476837158,2.0899999141693115,1.1299999952316284,-97.597098,204,501,0.179537802810421,0.0580099722548382,0.294011699507389,0.0944404166666667,0.173407466186736,0.199571282840723,1453.74033468846,176.688047936314,2048.81854727564,1221.83219044242,1397.18808024194,826.986356833223,348,0.00625669567584448,0.653359947931941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5260857.590246488,0.6172794589006135,0.884117601110527,92,NA,NA
BMI_Plate41WellE2,7809683.169419999,2241667053,287.036875168,2000000,0.5634663467576395,0.5849222510812778,3.5543804484045376,ORNL,2017-06-21,ORNL_049-M-20170621-COMP-DNA1,7902688,7193270,ORNL_049-M,ORNL_049,2017,deciduousForest,M,1.2510057452074692,9769958.513194496,73528774.23451129,59235839.645628706,4.05333333333333,4.97,0.0251661147842358,0.0699999999999998,D07,14.4666666666667,1.29333333333333,-26.6,4.63333333333333,0.0933333333333333,-1.22375710257707,-28.669838365486,0.735540352922019,47.7677584995243,70.896372650686,2.917075,0.107325,1.39500767375,0.02198244625,-1.65,-0.439306231742941,-28.55,-28.8903870496592,0.61,0.966582887049659,49.305,44.9386428919182,83.15,48.3449853943525,1.890075,1.027,0.011375,0.09595,0.0122480325,0.00973441375,0.934883565,0.46012410875,344,1340,14.4,225,D07,229.472917533405,2.86841146916756,3.26794983872356,48.21,0.75,64.1,1319.55,2.48377767044375,3.26223514106648,1.19742921492093,0.0186283325283282,25.96,23.81,1.39865457504985,0.0416949209714548,0.0232455467448693,9.14963028931348e-4,61.0434227656307,1.77778293312669,3.59119626451353,0.0973198190275353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.857142857142826,-84.278894,35.964792,0.029999999329447746,0.8999999761581421,0.6299999952316284,0.17000000178813934,-0.46000000834465027,0.10000000149011612,2.0899999141693115,-0.029999999329447746,0.5400000214576721,0.17000000178813934,-0.38999998569488525,-0.8999999761581421,-0.38999998569488525,-0.8999999761581421,-84.278894,143,502,0.0928574649437879,0.0242887208603035,0.146386458333333,0.0415826388888889,0.09490703125,0.104803819444444,1032.90207873008,206.522963327491,2981.23212931035,824.204736169224,1008.36092230308,2157.02739314112,347.5,0.103504951957727,0.594789771411548,233.91333333333333,11.171111111111111,16.797777777777778,8.803333333333333,0.42144444444444445,70.66666666666667,126.66666666666667,26.833333333333332,56.699999999999996,16.466666666666665,NA,NA,42.3,14.4,6.8999999999999995,11.1,5.633333333333333,2.3666666666666667,0.8333333333333334,16.666666666666668,1.0333333333333332,0,16.666666666666668,1.0096666666666667,23888,644.6666666666666,12532.333333333334,4040,1086,795.6666666666666,477,92.66666666666667,321428.3333333333,20,5405.333333333333,223.33333333333334,4.533333333333333,5.566666666666666,0.06333333333333334,NA,NA,1.2666666666666666,0.13333333333333333,0.3,0,6.033333333333333,59.333333333333336,1.7,20.333333333333332,2.9333333333333336,1.2333333333333334,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.12903225806452,7206934.086666964,0.6455499511705977,0.8670447567344384,26.5,NA,NA
BMI_Plate41WellD7,7433215.9211800005,1999330388,268.972462149,2000000,0.5958824876358988,0.6365888937749478,3.5493212252729034,ORNL,2017-06-21,ORNL_027-O-20170624-COMP-DNA1,7018702,5973079,ORNL_027-O,ORNL_027,2017,evergreenForest,O,1.2353212286754625,9182409.424762087,69600256.5113457,56764414.14871431,5.08333333333333,5.96333333333333,0.243789526709687,0.0680685928555404,D07,15.25,4.265,-27.475,0.35,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,1340,14.4,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.1,4.800000000000001,NA,0,5.7,0.5,0,0.86,0.8,380.8,3.2,1.9,3,0.2,0,0.1,2.4,5.4,0.5,1.6500000000000001,NA,465.25,14.5,390.29999999999995,13.6,29,390,0.095,0.12000000000000001,1256.35,284,0.005,15.509090909090906,-84.263286,35.916313,0.10000000149011612,1.0099999904632568,0.7099999785423279,0.3199999928474426,-0.3199999928474426,0.3199999928474426,2.0899999141693115,0.10000000149011612,0.5400000214576721,0.38999998569488525,-0.3199999928474426,-0.8999999761581421,-0.17000000178813934,-0.7099999785423279,-84.263286,142,501,0.120308586560535,0.0332877924136439,0.18664625,0.0534439189189189,0.124146553030303,0.133202331081081,1209.24425809444,115.472256310863,1957.17573090278,808.328413020833,1192.96282779665,1148.84731788194,347.5,0.0466672754061186,0.640495344995062,722.6257142857143,9.968571428571428,16.007142857142856,14.01,0.32957142857142857,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.9,11.4,0.2,476,1.081,3453,11084,1518,1614,1147,1615,175,591,49195,43,539,14,4.7,5.3,1.5,NA,NA,41.5,2.3,9,0,73.1,0,52.8,72,52.9,0.1,NA,84.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.74561403508772,6331356.866446963,0.6226441421272533,0.8735798951664497,62,ORNL_027,NA
BMI_Plate42WellA7,7251991.40921,5827277483,803.541696919,2000000,0.6501341149472876,0.6537154018649776,3.4868758375389306,UKFS,2017-08-02,UKFS_009-M-20170802-COMP-DNA1,22180789,8635842,UKFS_009-M,UKFS_009,2017,grasslandHerbaceous,M,1.2301221101481319,8920834.97507353,67779175.61370693,55504678.34286308,5.25333333333333,6.13666666666667,0.166533279957291,0.300887575903914,NA,11.89916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,990,12.7,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,51.5,43.95,1.25,1.56,30.95,0,NA,5.4,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.55,3.1,9,28.5,0.29000000000000004,0.28,1222.1,121,0,11.772244355909699,-95.201392,39.045354,0.5400000214576721,0.10000000149011612,0.7099999785423279,0.38999998569488525,0.6299999952316284,0.3199999928474426,-0.23999999463558197,0.3199999928474426,-0.10000000149011612,0.10000000149011612,-0.10000000149011612,0.38999998569488525,-0.10000000149011612,-0.6200000047683716,-95.201392,87,502,0.251491744372441,0.0501842830459051,0.334450960365854,0.0989583333333333,0.273834791666667,0.23549262703252,1447.03569382352,56.911390854125,1809.24593137692,1340.51806638418,1443.30228793705,468.72786499274,349.5,0.00701424671765182,0.656842437437767,377.33444444444444,6.363333333333333,18.115555555555556,6.291111111111111,0.24222222222222223,120.5,5,8.25,53.849999999999994,37.9,1.6,NA,35.5,18.35,6.550000000000001,1.1,0.25,0.2,0.15000000000000002,59,6.8999999999999995,0.4,57.5,1.064,62560.5,13478.5,32481.5,19134.5,5881,1020.5,5698,749.5,272409.5,125,4222.5,171,7.300000000000001,7.85,0.275,NA,10,53.9,0.95,2.9,0,38.8,NA,57.75,100,NA,NA,NA,NA,NA,0,7,0.3,0,0.71,0,77.1,5.6,0.2,0.7,0,0.7,0,0,7.5,0.5,8.55072463768116,6374339.374676827,0.6487028773247289,0.8738037012896958,24,UKFS_009,NA
BMI_Plate42WellF12,7526063.42923,3421083816,454.564839663,2000000,0.6012799578741284,0.6095892917297273,3.553571036017935,HARV,2017-08-01,HARV_033-O-20170801-COMP-DNA1,12773404,6256342,HARV_033-O,HARV_033,2017,deciduousForest,O,1.24351753643919,9358791.85460117,70672826.61696269,57270251.67994732,3.05666666666667,3.92666666666667,0.478156180900481,0.597857285088451,NA,26.848863636363635,NA,NA,NA,NA,-1.2559334745015,-29.1541269631198,0.937931224633845,51.656238088936,56.5155549673549,3.05046666666667,0.674783333333333,0.715892075833333,0.013256975,NA,-1.2559334745015,NA,-29.1541269631198,NA,0.937931224633845,NA,51.656238088936,NA,56.5155549673549,1.342825,1.70764166666667,0.248025,0.426758333333333,0,0.013256975,0,0.715892075833333,348,1199,7.4,210,D01,298.990707553412,3.21495384466034,4.53939961220836,51.92,0.76,50.8,1748.495,2.50843637965573,4.09218985712253,1.30238016831726,0.0190641164853836,28.38,22.01,0.894639868772533,0.0610842249076146,0.0125462362339217,0.00113255364513276,74.847701306635,2.62033004340497,2.32633775956816,0.146024803747937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.720863908738433,-72.175607,42.538302,-0.3199999928474426,0.4699999988079071,0.3199999928474426,0.029999999329447746,-0.17000000178813934,-1.2799999713897705,-1.2799999713897705,-0.10000000149011612,0.5400000214576721,0.23999999463558197,-0.029999999329447746,-0.46000000834465027,-2.0899999141693115,-2.0899999141693115,-72.175607,217,501,0.182800798950423,0.0304146603044393,0.240398780487805,0.0985173076923077,0.179428645833333,0.141881472795497,1148.08184066297,62.2792559684128,1756.26175418994,959.111578125,1149.43795052083,797.150176064944,332,0.0142499110634256,0.614181622157615,4273.964,12.492,10.6,12.29,0.5396000000000001,6,0,53.3,31,15.7,NA,NA,21.8,9.2,11.8,19.1,18.2,3.6,0.6,255.1,13.9,0.9,254,1.061,32588,5730,13558,7556,1909,295,7177,1492,183014,121,2564,54,3.5,4.6,0.74,NA,10,2.1,1.4,1.5,0,54,NA,5,9,NA,3,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.35251798561151,6530511.0314398,0.6346123351541286,0.8660086932911729,43.75,NA,NA
BMI_Plate35WellF5,7033665.475380001,1662303639,236.335328261,2000000,0.6031205954532387,0.6131139655184091,3.5401813317937183,JERC,2017-07-25,JERC_049-M-20170725-COMP-DNA1,5868312,5431306,JERC_049-M,JERC_049,2017,evergreenForest,M,1.2424475461819116,8738960.41055031,66024216.22205985,53548096.85940016,4.92,5.85,0.157162336455017,0.210713075057055,NA,24.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1308,19.2,220,D03,156.816442664285,1.66826002834346,3.01955015268979,50.21,0.62,101,992.334,1.11277798411058,1.41515845887372,0.55872582582192,0.00689922350148557,22.82,26.53,0.582742880373708,0.0472653002340486,0.00692514535278727,8.53317532919514e-4,93.7450922945837,6.94889384284578,1.45767370840417,0.115263494971357,84.7,12.5,2.8,NA,NA,NA,0,NA,4.5,5.1,NA,0,0.6,0.4,0,0.36,0,26.2,0,0.2,0.7,0.4,0.1,2.1,0,4.8,0.1,0.6,NA,15.3,86,8.3,0.6,14,8,0.07,0.05,466.1,132.4,0.01,24.017769002961497,-84.464108,31.196488,0.17000000178813934,0.38999998569488525,-1.1299999952316284,-0.029999999329447746,-0.7099999785423279,-0.3199999928474426,2.0899999141693115,0.3199999928474426,0.38999998569488525,-1.0099999904632568,-0.38999998569488525,-0.800000011920929,-0.5400000214576721,2.0899999141693115,-84.464108,35,502,0.0991051259342423,0.0435979263428811,0.179942289361702,0.0225323643410853,0.1097109375,0.157409925020617,1245.50535008843,108.255250075628,1473.26698096348,1018.63919812956,1237.24847569444,454.627782833919,342.5,0.0179720495906157,0.616763286282622,35.635555555555555,14.107777777777779,21.66888888888889,17.36111111111111,0.3621111111111111,70,0,85.35,12.1,2.55,NA,NA,5.65,6.449999999999999,9.6,23.3,27.65,19.25,5.55,8.4,0.5,0.1,8.5,1.0030000000000001,10441,306.5,3492,793,346,258,126.5,91,372341,0,2613.5,52.5,4.550000000000001,5.550000000000001,0.04,NA,NA,0.65,0,0.2,0,2.75,31,0.85,25.5,1.05,0.2,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,7067619.0701438375,0.6478996065313852,0.8690188272316244,22.75,JERC_049,NA
BMI_Plate42WellC10,6053418.08886,4656348996,769.209879055,2000000,0.6280520297207718,0.6323793903882429,3.5466490382598863,TREE,2017-07-07,TREE_001-O-20170707-COMP-DNA1,17182993,8619333,TREE_001-O,TREE_001,2017,evergreenForest,O,1.2365991136321406,7485651.443129042,56706124.04780155,46201983.462818444,4.62666666666667,5.27666666666667,1.01238991171057,0.601442709934482,NA,26.0333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,797,4.8,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.2,5.7,NA,0,3.8,0.8,0,1.68,0,305,5.4,1.9,0.9,0,0,0,0,5.7,4.5,NA,NA,NA,NA,231.2,12.7,18,231,0.07,0.13,2813.4,483.6,0.01,25.545263157894812,-89.569881,45.487729,1.690000057220459,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,1.690000057220459,1.4500000476837158,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,1.4500000476837158,-89.569881,223,501,0.136272779479963,0.0355323135575332,0.210917977150538,0.0252596153846154,0.141024262652705,0.185658361765922,1264.61527838041,208.65008034233,3326.74798214286,935.728405660377,1226.8799662166,2391.01957648248,335.5,0.004395414985678,0.636256008120418,NA,NA,NA,NA,NA,16,13,83.2,12,4.8,NA,NA,6.9,5.1,3,17.8,56.7,4.8,0.9,29.6,1.9,0.1,30,1.015,35506,4616,13443,14278,1943,757,7034,392,334432,96,2044,52,5.3,5.8,0.2,NA,NA,4.1,0.4,0.8,0,7.3,NA,5.3,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.578947368421055,NA,NA,NA,NA,NA,NA
BMI_18S_05_0462,6989994.23888,3320408059,475.023003672,2000000,0.5904801298378756,0.596439180804089,3.568792008113978,BONA,2018-09-18,BONA_071-O-20180918-COMP-DNA1,11717229,6991613,BONA_071-O,BONA_071,2018,evergreenForest,O,1.2475095343987588,8720084.458395194,65730835.9511371,53099066.10982289,3.47666666666667,4.27333333333333,0.094516312525052,0.145716619962629,NA,30.33787878787879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,262,-3,115,D19,7.87093596059113,0.562209711470795,0.658867116574773,50.4833333333333,0.596666666666667,68.5,52.755,0.488347114707952,0.643717729772468,0.246533901741731,0.00291380445109078,14.74,16.36,0.713468801781823,0.119764890703963,0.0106923403975599,0.00215946170941462,88.6750370370072,9.67602855922208,1.05230721050964,0.185320950191008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.68168290832701,-147.507196,65.154979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-147.507196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108231463843759,0.604414144690044,2022.73,32.586666666666666,11.226666666666667,13.273333333333333,1.388,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.4,9.2,0.55,325.5,1.0735000000000001,31551.5,8243,22154.5,7432.5,4881,291,4902.5,1062,122791,86,2238,37,3.9499999999999997,4.699999999999999,0.88,0,0,4.9,0.8,3.2,0.05,68.5,60,8.95,12,6.2,3.25,NA,91.8,NA,0,0.95,0.5,0,0.37,0.1,509.75,0.2,0.45,0.7000000000000001,0.55,0,0,0.15,4.5,0.55,35.369565217391305,6316537.532167786,0.6160169925573629,0.8655133515792105,49.333333333333336,NA,NA
